Event,Study_type,Species,Species.UID.URL,Date.start.of.experiment,Date.end.of.experiment,Experiment,Treatment,Individual,body_length_um,growth_rate_um/day,T_target,pH_target,Li_target,T_measured,pH_TS_insitu,Lithium_measured_mg/L,pH_NBS,temp,TA1,TA2,meanALK,pHTS1,pHTS2,mean_pH_TS,flag_seacarb,S,Patm,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment1_single_driver,SP4,6,295.076,52.519,20,7.45,0.18,19.7,7.701074783,0.18,7.42,20.1,2498.029,2506.045,2502.037,7.7321,7.6701,7.7011,8,38,1,3.38E-05,1064.44111,1068.06341,1064.44111,1068.06341,1064.44111,1068.06343,0.002236782,0.000108309,0.002378939,0.002502037,1.651079212,2.531520815
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment1_single_driver,SP4,7,298.913,53.47825,20,7.45,0.18,19.7,7.701074783,0.18,7.42,20.1,2498.029,2506.045,2502.037,7.7321,7.6701,7.7011,8,38,1,3.38E-05,1064.44111,1068.06341,1064.44111,1068.06341,1064.44111,1068.06343,0.002236782,0.000108309,0.002378939,0.002502037,1.651079212,2.531520815
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment1_single_driver,SP4,8,315.699,57.67475,20,7.45,0.18,19.7,7.701074783,0.18,7.42,20.1,2498.029,2506.045,2502.037,7.7321,7.6701,7.7011,8,38,1,3.38E-05,1064.44111,1068.06341,1064.44111,1068.06341,1064.44111,1068.06343,0.002236782,0.000108309,0.002378939,0.002502037,1.651079212,2.531520815
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment1_single_driver,SP4,9,389.725,76.18125,20,7.45,0.18,19.7,7.701074783,0.18,7.42,20.1,2498.029,2506.045,2502.037,7.7321,7.6701,7.7011,8,38,1,3.38E-05,1064.44111,1068.06341,1064.44111,1068.06341,1064.44111,1068.06343,0.002236782,0.000108309,0.002378939,0.002502037,1.651079212,2.531520815
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment1_single_driver,SP4,10,378.005,73.25125,20,7.45,0.18,19.7,7.701074783,0.18,7.42,20.1,2498.029,2506.045,2502.037,7.7321,7.6701,7.7011,8,38,1,3.38E-05,1064.44111,1068.06341,1064.44111,1068.06341,1064.44111,1068.06343,0.002236782,0.000108309,0.002378939,0.002502037,1.651079212,2.531520815
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment1_single_driver,SP5,1,349.715,66.17875,20,7.2,0.18,19.7,7.64516974,0.17,7.22,20.1,2495.824,2527.059,2511.4415,7.6707,7.6197,7.6452,8,38,1,3.91E-05,1231.07356,1235.26371,1231.07356,1235.26371,1231.07356,1235.26373,0.002274501,9.68E-05,0.002410481,0.002511442,1.476149272,2.263309102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment1_single_driver,SP5,2,359.688,68.672,20,7.2,0.18,19.7,7.64516974,0.17,7.22,20.1,2495.824,2527.059,2511.4415,7.6707,7.6197,7.6452,8,38,1,3.91E-05,1231.07356,1235.26371,1231.07356,1235.26371,1231.07356,1235.26373,0.002274501,9.68E-05,0.002410481,0.002511442,1.476149272,2.263309102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment1_single_driver,SP5,3,340.729,63.93225,20,7.2,0.18,19.7,7.64516974,0.17,7.22,20.1,2495.824,2527.059,2511.4415,7.6707,7.6197,7.6452,8,38,1,3.91E-05,1231.07356,1235.26371,1231.07356,1235.26371,1231.07356,1235.26373,0.002274501,9.68E-05,0.002410481,0.002511442,1.476149272,2.263309102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment1_single_driver,SP5,4,354.674,67.4185,20,7.2,0.18,19.7,7.64516974,0.17,7.22,20.1,2495.824,2527.059,2511.4415,7.6707,7.6197,7.6452,8,38,1,3.91E-05,1231.07356,1235.26371,1231.07356,1235.26371,1231.07356,1235.26373,0.002274501,9.68E-05,0.002410481,0.002511442,1.476149272,2.263309102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment1_single_driver,SP5,5,328.662,60.9155,20,7.2,0.18,19.7,7.64516974,0.17,7.22,20.1,2495.824,2527.059,2511.4415,7.6707,7.6197,7.6452,8,38,1,3.91E-05,1231.07356,1235.26371,1231.07356,1235.26371,1231.07356,1235.26373,0.002274501,9.68E-05,0.002410481,0.002511442,1.476149272,2.263309102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment1_single_driver,SP5,6,370.493,71.37325,20,7.2,0.18,19.7,7.64516974,0.17,7.22,20.1,2495.824,2527.059,2511.4415,7.6707,7.6197,7.6452,8,38,1,3.91E-05,1231.07356,1235.26371,1231.07356,1235.26371,1231.07356,1235.26373,0.002274501,9.68E-05,0.002410481,0.002511442,1.476149272,2.263309102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment1_single_driver,SP5,7,325.992,60.248,20,7.2,0.18,19.7,7.64516974,0.17,7.22,20.1,2495.824,2527.059,2511.4415,7.6707,7.6197,7.6452,8,38,1,3.91E-05,1231.07356,1235.26371,1231.07356,1235.26371,1231.07356,1235.26373,0.002274501,9.68E-05,0.002410481,0.002511442,1.476149272,2.263309102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment1_single_driver,SP5,8,341.335,64.08375,20,7.2,0.18,19.7,7.64516974,0.17,7.22,20.1,2495.824,2527.059,2511.4415,7.6707,7.6197,7.6452,8,38,1,3.91E-05,1231.07356,1235.26371,1231.07356,1235.26371,1231.07356,1235.26373,0.002274501,9.68E-05,0.002410481,0.002511442,1.476149272,2.263309102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment1_single_driver,SP5,9,346.516,65.379,20,7.2,0.18,19.7,7.64516974,0.17,7.22,20.1,2495.824,2527.059,2511.4415,7.6707,7.6197,7.6452,8,38,1,3.91E-05,1231.07356,1235.26371,1231.07356,1235.26371,1231.07356,1235.26373,0.002274501,9.68E-05,0.002410481,0.002511442,1.476149272,2.263309102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment1_single_driver,SP5,10,339.383,63.59575,20,7.2,0.18,19.7,7.64516974,0.17,7.22,20.1,2495.824,2527.059,2511.4415,7.6707,7.6197,7.6452,8,38,1,3.91E-05,1231.07356,1235.26371,1231.07356,1235.26371,1231.07356,1235.26373,0.002274501,9.68E-05,0.002410481,0.002511442,1.476149272,2.263309102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment1_single_driver,SP5,11,335.088,62.522,20,7.2,0.18,19.7,7.64516974,0.17,7.22,20.1,2495.824,2527.059,2511.4415,7.6707,7.6197,7.6452,8,38,1,3.91E-05,1231.07356,1235.26371,1231.07356,1235.26371,1231.07356,1235.26373,0.002274501,9.68E-05,0.002410481,0.002511442,1.476149272,2.263309102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment1_single_driver,SP5,12,356.471,67.86775,20,7.2,0.18,19.7,7.64516974,0.17,7.22,20.1,2495.824,2527.059,2511.4415,7.6707,7.6197,7.6452,8,38,1,3.91E-05,1231.07356,1235.26371,1231.07356,1235.26371,1231.07356,1235.26373,0.002274501,9.68E-05,0.002410481,0.002511442,1.476149272,2.263309102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment1_single_driver,SP5,13,322.082,59.2705,20,7.2,0.18,19.7,7.64516974,0.17,7.22,20.1,2495.824,2527.059,2511.4415,7.6707,7.6197,7.6452,8,38,1,3.91E-05,1231.07356,1235.26371,1231.07356,1235.26371,1231.07356,1235.26373,0.002274501,9.68E-05,0.002410481,0.002511442,1.476149272,2.263309102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment1_single_driver,SP5,14,334.57,62.3925,20,7.2,0.18,19.7,7.64516974,0.17,7.22,20.1,2495.824,2527.059,2511.4415,7.6707,7.6197,7.6452,8,38,1,3.91E-05,1231.07356,1235.26371,1231.07356,1235.26371,1231.07356,1235.26373,0.002274501,9.68E-05,0.002410481,0.002511442,1.476149272,2.263309102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124316,27-10-2022,31-10-2022,experiment1_single_driver,ST1,1,256.004,42.751,12,8.1,0.18,12.3,8.026193326,0.18,8.01,13.2,2547.922,2547.748,2547.835,8.0264,8.026,8.0262,8,38,1,1.79E-05,459.17901,460.8827,459.17901,460.8827,459.17901,460.8827,0.002134328,0.000167944,0.002320146,0.002547835,2.516187209,3.920555636
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124316,27-10-2022,31-10-2022,experiment1_single_driver,ST1,2,275.521,47.63025,12,8.1,0.18,12.3,8.026193326,0.18,8.01,13.2,2547.922,2547.748,2547.835,8.0264,8.026,8.0262,8,38,1,1.79E-05,459.17901,460.8827,459.17901,460.8827,459.17901,460.8827,0.002134328,0.000167944,0.002320146,0.002547835,2.516187209,3.920555636
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124316,27-10-2022,31-10-2022,experiment1_single_driver,ST1,3,266.367,45.34175,12,8.1,0.18,12.3,8.026193326,0.18,8.01,13.2,2547.922,2547.748,2547.835,8.0264,8.026,8.0262,8,38,1,1.79E-05,459.17901,460.8827,459.17901,460.8827,459.17901,460.8827,0.002134328,0.000167944,0.002320146,0.002547835,2.516187209,3.920555636
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124316,27-10-2022,31-10-2022,experiment1_single_driver,ST1,4,280.649,48.91225,12,8.1,0.18,12.3,8.026193326,0.18,8.01,13.2,2547.922,2547.748,2547.835,8.0264,8.026,8.0262,8,38,1,1.79E-05,459.17901,460.8827,459.17901,460.8827,459.17901,460.8827,0.002134328,0.000167944,0.002320146,0.002547835,2.516187209,3.920555636
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124316,27-10-2022,31-10-2022,experiment1_single_driver,ST1,5,275.262,47.5655,12,8.1,0.18,12.3,8.026193326,0.18,8.01,13.2,2547.922,2547.748,2547.835,8.0264,8.026,8.0262,8,38,1,1.79E-05,459.17901,460.8827,459.17901,460.8827,459.17901,460.8827,0.002134328,0.000167944,0.002320146,0.002547835,2.516187209,3.920555636
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124316,27-10-2022,31-10-2022,experiment1_single_driver,ST1,6,264.432,44.858,12,8.1,0.18,12.3,8.026193326,0.18,8.01,13.2,2547.922,2547.748,2547.835,8.0264,8.026,8.0262,8,38,1,1.79E-05,459.17901,460.8827,459.17901,460.8827,459.17901,460.8827,0.002134328,0.000167944,0.002320146,0.002547835,2.516187209,3.920555636
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124316,27-10-2022,31-10-2022,experiment1_single_driver,ST1,7,283.954,49.7385,12,8.1,0.18,12.3,8.026193326,0.18,8.01,13.2,2547.922,2547.748,2547.835,8.0264,8.026,8.0262,8,38,1,1.79E-05,459.17901,460.8827,459.17901,460.8827,459.17901,460.8827,0.002134328,0.000167944,0.002320146,0.002547835,2.516187209,3.920555636
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124316,27-10-2022,31-10-2022,experiment1_single_driver,ST1,8,282.615,49.40375,12,8.1,0.18,12.3,8.026193326,0.18,8.01,13.2,2547.922,2547.748,2547.835,8.0264,8.026,8.0262,8,38,1,1.79E-05,459.17901,460.8827,459.17901,460.8827,459.17901,460.8827,0.002134328,0.000167944,0.002320146,0.002547835,2.516187209,3.920555636
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124316,27-10-2022,31-10-2022,experiment1_single_driver,ST1,9,269.148,46.037,12,8.1,0.18,12.3,8.026193326,0.18,8.01,13.2,2547.922,2547.748,2547.835,8.0264,8.026,8.0262,8,38,1,1.79E-05,459.17901,460.8827,459.17901,460.8827,459.17901,460.8827,0.002134328,0.000167944,0.002320146,0.002547835,2.516187209,3.920555636
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124316,27-10-2022,31-10-2022,experiment1_single_driver,ST1,10,258.541,43.38525,12,8.1,0.18,12.3,8.026193326,0.18,8.01,13.2,2547.922,2547.748,2547.835,8.0264,8.026,8.0262,8,38,1,1.79E-05,459.17901,460.8827,459.17901,460.8827,459.17901,460.8827,0.002134328,0.000167944,0.002320146,0.002547835,2.516187209,3.920555636
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124316,27-10-2022,31-10-2022,experiment1_single_driver,ST1,11,266.2,45.3,12,8.1,0.18,12.3,8.026193326,0.18,8.01,13.2,2547.922,2547.748,2547.835,8.0264,8.026,8.0262,8,38,1,1.79E-05,459.17901,460.8827,459.17901,460.8827,459.17901,460.8827,0.002134328,0.000167944,0.002320146,0.002547835,2.516187209,3.920555636
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124316,27-10-2022,31-10-2022,experiment1_single_driver,ST1,12,265.336,45.084,12,8.1,0.18,12.3,8.026193326,0.18,8.01,13.2,2547.922,2547.748,2547.835,8.0264,8.026,8.0262,8,38,1,1.79E-05,459.17901,460.8827,459.17901,460.8827,459.17901,460.8827,0.002134328,0.000167944,0.002320146,0.002547835,2.516187209,3.920555636
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment1_single_driver,ST2,1,384.165,74.79125,16,8.1,0.18,15.9,8.005592081,0.17,7.98,17.5,2553.11,2550.397,2551.7535,8.0095,8.0017,8.0056,8,38,1,1.67E-05,486.93075,488.64145,486.93075,488.64145,486.93075,488.64146,0.002097169,0.00018559,0.00229942,0.002551754,2.80760499,4.333205947
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment1_single_driver,ST2,2,397.15,78.0375,16,8.1,0.18,15.9,8.005592081,0.17,7.98,17.5,2553.11,2550.397,2551.7535,8.0095,8.0017,8.0056,8,38,1,1.67E-05,486.93075,488.64145,486.93075,488.64145,486.93075,488.64146,0.002097169,0.00018559,0.00229942,0.002551754,2.80760499,4.333205947
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment1_single_driver,ST2,3,404.131,79.78275,16,8.1,0.18,15.9,8.005592081,0.17,7.98,17.5,2553.11,2550.397,2551.7535,8.0095,8.0017,8.0056,8,38,1,1.67E-05,486.93075,488.64145,486.93075,488.64145,486.93075,488.64146,0.002097169,0.00018559,0.00229942,0.002551754,2.80760499,4.333205947
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment1_single_driver,ST2,4,375.449,72.61225,16,8.1,0.18,15.9,8.005592081,0.17,7.98,17.5,2553.11,2550.397,2551.7535,8.0095,8.0017,8.0056,8,38,1,1.67E-05,486.93075,488.64145,486.93075,488.64145,486.93075,488.64146,0.002097169,0.00018559,0.00229942,0.002551754,2.80760499,4.333205947
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment1_single_driver,ST2,5,388.072,75.768,16,8.1,0.18,15.9,8.005592081,0.17,7.98,17.5,2553.11,2550.397,2551.7535,8.0095,8.0017,8.0056,8,38,1,1.67E-05,486.93075,488.64145,486.93075,488.64145,486.93075,488.64146,0.002097169,0.00018559,0.00229942,0.002551754,2.80760499,4.333205947
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment1_single_driver,ST2,6,395.086,77.5215,16,8.1,0.18,15.9,8.005592081,0.17,7.98,17.5,2553.11,2550.397,2551.7535,8.0095,8.0017,8.0056,8,38,1,1.67E-05,486.93075,488.64145,486.93075,488.64145,486.93075,488.64146,0.002097169,0.00018559,0.00229942,0.002551754,2.80760499,4.333205947
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment1_single_driver,ST2,7,406.289,80.32225,16,8.1,0.18,15.9,8.005592081,0.17,7.98,17.5,2553.11,2550.397,2551.7535,8.0095,8.0017,8.0056,8,38,1,1.67E-05,486.93075,488.64145,486.93075,488.64145,486.93075,488.64146,0.002097169,0.00018559,0.00229942,0.002551754,2.80760499,4.333205947
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment1_single_driver,ST2,8,356.884,67.971,16,8.1,0.18,15.9,8.005592081,0.17,7.98,17.5,2553.11,2550.397,2551.7535,8.0095,8.0017,8.0056,8,38,1,1.67E-05,486.93075,488.64145,486.93075,488.64145,486.93075,488.64146,0.002097169,0.00018559,0.00229942,0.002551754,2.80760499,4.333205947
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment1_single_driver,ST2,9,406.979,80.49475,16,8.1,0.18,15.9,8.005592081,0.17,7.98,17.5,2553.11,2550.397,2551.7535,8.0095,8.0017,8.0056,8,38,1,1.67E-05,486.93075,488.64145,486.93075,488.64145,486.93075,488.64146,0.002097169,0.00018559,0.00229942,0.002551754,2.80760499,4.333205947
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment1_single_driver,ST2,10,381.968,74.242,16,8.1,0.18,15.9,8.005592081,0.17,7.98,17.5,2553.11,2550.397,2551.7535,8.0095,8.0017,8.0056,8,38,1,1.67E-05,486.93075,488.64145,486.93075,488.64145,486.93075,488.64146,0.002097169,0.00018559,0.00229942,0.002551754,2.80760499,4.333205947
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment1_single_driver,ST2,11,377.678,73.1695,16,8.1,0.18,15.9,8.005592081,0.17,7.98,17.5,2553.11,2550.397,2551.7535,8.0095,8.0017,8.0056,8,38,1,1.67E-05,486.93075,488.64145,486.93075,488.64145,486.93075,488.64146,0.002097169,0.00018559,0.00229942,0.002551754,2.80760499,4.333205947
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment1_single_driver,ST2,12,386.436,75.359,16,8.1,0.18,15.9,8.005592081,0.17,7.98,17.5,2553.11,2550.397,2551.7535,8.0095,8.0017,8.0056,8,38,1,1.67E-05,486.93075,488.64145,486.93075,488.64145,486.93075,488.64146,0.002097169,0.00018559,0.00229942,0.002551754,2.80760499,4.333205947
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124318,27-10-2022,31-10-2022,experiment1_single_driver,ST3,1,363.11,69.5275,20,8.1,0.18,19.7,8.013091905,0.2,8,19.9,2556.673,2557.416,2557.0445,8.02,8.0062,8.0131,8,38,1,1.53E-05,477.51697,479.14494,477.51697,479.14494,477.51697,479.14494,0.002060779,0.000203148,0.002279195,0.002557045,3.094842088,4.747680921
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124318,27-10-2022,31-10-2022,experiment1_single_driver,ST3,2,381.446,74.1115,20,8.1,0.18,19.7,8.013091905,0.2,8,19.9,2556.673,2557.416,2557.0445,8.02,8.0062,8.0131,8,38,1,1.53E-05,477.51697,479.14494,477.51697,479.14494,477.51697,479.14494,0.002060779,0.000203148,0.002279195,0.002557045,3.094842088,4.747680921
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124318,27-10-2022,31-10-2022,experiment1_single_driver,ST3,3,389.225,76.05625,20,8.1,0.18,19.7,8.013091905,0.2,8,19.9,2556.673,2557.416,2557.0445,8.02,8.0062,8.0131,8,38,1,1.53E-05,477.51697,479.14494,477.51697,479.14494,477.51697,479.14494,0.002060779,0.000203148,0.002279195,0.002557045,3.094842088,4.747680921
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124318,27-10-2022,31-10-2022,experiment1_single_driver,ST3,4,372.852,71.963,20,8.1,0.18,19.7,8.013091905,0.2,8,19.9,2556.673,2557.416,2557.0445,8.02,8.0062,8.0131,8,38,1,1.53E-05,477.51697,479.14494,477.51697,479.14494,477.51697,479.14494,0.002060779,0.000203148,0.002279195,0.002557045,3.094842088,4.747680921
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124318,27-10-2022,31-10-2022,experiment1_single_driver,ST3,5,407.059,80.51475,20,8.1,0.18,19.7,8.013091905,0.2,8,19.9,2556.673,2557.416,2557.0445,8.02,8.0062,8.0131,8,38,1,1.53E-05,477.51697,479.14494,477.51697,479.14494,477.51697,479.14494,0.002060779,0.000203148,0.002279195,0.002557045,3.094842088,4.747680921
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124318,27-10-2022,31-10-2022,experiment1_single_driver,ST3,6,369.772,71.193,20,8.1,0.18,19.7,8.013091905,0.2,8,19.9,2556.673,2557.416,2557.0445,8.02,8.0062,8.0131,8,38,1,1.53E-05,477.51697,479.14494,477.51697,479.14494,477.51697,479.14494,0.002060779,0.000203148,0.002279195,0.002557045,3.094842088,4.747680921
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124318,27-10-2022,31-10-2022,experiment1_single_driver,ST3,7,388.413,75.85325,20,8.1,0.18,19.7,8.013091905,0.2,8,19.9,2556.673,2557.416,2557.0445,8.02,8.0062,8.0131,8,38,1,1.53E-05,477.51697,479.14494,477.51697,479.14494,477.51697,479.14494,0.002060779,0.000203148,0.002279195,0.002557045,3.094842088,4.747680921
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124318,27-10-2022,31-10-2022,experiment1_single_driver,ST3,8,374.359,72.33975,20,8.1,0.18,19.7,8.013091905,0.2,8,19.9,2556.673,2557.416,2557.0445,8.02,8.0062,8.0131,8,38,1,1.53E-05,477.51697,479.14494,477.51697,479.14494,477.51697,479.14494,0.002060779,0.000203148,0.002279195,0.002557045,3.094842088,4.747680921
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124318,27-10-2022,31-10-2022,experiment1_single_driver,ST3,9,379.286,73.5715,20,8.1,0.18,19.7,8.013091905,0.2,8,19.9,2556.673,2557.416,2557.0445,8.02,8.0062,8.0131,8,38,1,1.53E-05,477.51697,479.14494,477.51697,479.14494,477.51697,479.14494,0.002060779,0.000203148,0.002279195,0.002557045,3.094842088,4.747680921
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124318,27-10-2022,31-10-2022,experiment1_single_driver,ST3,10,385.994,75.2485,20,8.1,0.18,19.7,8.013091905,0.2,8,19.9,2556.673,2557.416,2557.0445,8.02,8.0062,8.0131,8,38,1,1.53E-05,477.51697,479.14494,477.51697,479.14494,477.51697,479.14494,0.002060779,0.000203148,0.002279195,0.002557045,3.094842088,4.747680921
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124318,27-10-2022,31-10-2022,experiment1_single_driver,ST3,11,380.236,73.809,20,8.1,0.18,19.7,8.013091905,0.2,8,19.9,2556.673,2557.416,2557.0445,8.02,8.0062,8.0131,8,38,1,1.53E-05,477.51697,479.14494,477.51697,479.14494,477.51697,479.14494,0.002060779,0.000203148,0.002279195,0.002557045,3.094842088,4.747680921
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124318,27-10-2022,31-10-2022,experiment1_single_driver,ST3,12,380.985,73.99625,20,8.1,0.18,19.7,8.013091905,0.2,8,19.9,2556.673,2557.416,2557.0445,8.02,8.0062,8.0131,8,38,1,1.53E-05,477.51697,479.14494,477.51697,479.14494,477.51697,479.14494,0.002060779,0.000203148,0.002279195,0.002557045,3.094842088,4.747680921
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124318,27-10-2022,31-10-2022,experiment1_single_driver,ST3,13,375.686,72.6715,20,8.1,0.18,19.7,8.013091905,0.2,8,19.9,2556.673,2557.416,2557.0445,8.02,8.0062,8.0131,8,38,1,1.53E-05,477.51697,479.14494,477.51697,479.14494,477.51697,479.14494,0.002060779,0.000203148,0.002279195,0.002557045,3.094842088,4.747680921
